t,S,E,I,H,C,R,D
487.5,2513999.315,4.446531338,3.488910209,0.839544172,0.856420876,2927170.906,58820.14727
487.75,2513999.179,4.398105032,3.456157817,0.831697167,0.848418626,2927171.128,58820.15806
488,2513999.031,4.364342517,3.423727433,0.823922936,0.840491091,2927171.348,58820.16875
488.25,2513998.884,4.330280783,3.391860866,0.816223338,0.832637587,2927171.566,58820.17934
488.5,2513998.752,4.28259052,3.360276601,0.80859623,0.824857473,2927171.782,58820.18983
488.75,2513998.621,4.235949646,3.32873175,0.801038443,0.817150053,2927171.996,58820.20022
489,2513998.478,4.203431915,3.297497035,0.793550749,0.809514598,2927172.208,58820.21052
489.25,2513998.336,4.170625998,3.266805349,0.786134938,0.801950446,2927172.418,58820.22072
489.5,2513998.209,4.12469403,3.236385557,0.778788945,0.794456983,2927172.626,58820.23082
489.75,2513998.083,4.079772761,3.206003727,0.771509719,0.787033537,2927172.832,58820.24083
490,2513997.945,4.048453923,3.175920599,0.764298003,0.779679405,2927173.036,58820.25075
490.25,2513997.809,4.016857523,3.146360479,0.757155522,0.772393951,2927173.238,58820.26057
490.5,2513997.687,3.972619025,3.11706223,0.750080286,0.765176582,2927173.438,58820.27031
490.75,2513997.565,3.929353962,3.087800543,0.743069357,0.758026653,2927173.637,58820.27995
491,2513997.432,3.899189814,3.058826545,0.73612345,0.750943485,2927173.833,58820.2895
491.25,2513997.301,3.86875834,3.030356273,0.729244227,0.743926465,2927174.028,58820.29896
491.5,2513997.183,3.826150876,3.002138217,0.722429771,0.736975024,2927174.221,58820.30833
491.75,2513997.066,3.784480957,2.973955376,0.715677253,0.730088538,2927174.412,58820.31762
492,2513996.938,3.75542893,2.946049617,0.708987361,0.723266355,2927174.601,58820.32682
492.25,2513996.812,3.726119433,2.918629012,0.702361694,0.716507886,2927174.789,58820.33593
492.5,2513996.698,3.685082869,2.891451325,0.695798409,0.709812579,2927174.975,58820.34496
492.75,2513996.586,3.644949284,2.864307554,0.689294779,0.703179835,2927175.159,58820.3539
493,2513996.462,3.616968375,2.837430651,0.682851468,0.696609026,2927175.341,58820.36276
493.25,2513996.341,3.58873949,2.811021014,0.676470015,0.690099583,2927175.522,58820.37154
493.5,2513996.231,3.549215909,2.784845339,0.670148646,0.683650977,2927175.701,58820.38024
493.75,2513996.123,3.510562015,2.758702331,0.663884732,0.67726263,2927175.878,58820.38885
494,2513996.004,3.483612735,2.732816351,0.657678915,0.670933937,2927176.053,58820.39738
494.25,2513995.887,3.456424621,2.70738041,0.651532677,0.664664351,2927176.227,58820.40584
494.5,2513995.782,3.418358243,2.682169805,0.645444308,0.65845336,2927176.4,58820.41421
494.75,2513995.677,3.381129486,2.656990662,0.639411278,0.652300409,2927176.571,58820.42251
495,2513995.563,3.3551738,2.632059072,0.633434203,0.646204915,2927176.74,58820.43073
495.25,2513995.45,3.328988085,2.607560929,0.627514512,0.640166351,2927176.907,58820.43887
495.5,2513995.348,3.292325184,2.583279813,0.621650557,0.634184224,2927177.073,58820.44694
495.75,2513995.248,3.256469022,2.559029001,0.615839902,0.628258,2927177.238,58820.45493
496,2513995.138,3.231470298,2.535016614,0.61008314,0.622387115,2927177.401,58820.46284
496.25,2513995.029,3.206250026,2.511421693,0.604381648,0.616571064,2927177.562,58820.47069
496.5,2513994.931,3.170938858,2.488035799,0.598733837,0.610809372,2927177.722,58820.47845
496.75,2513994.834,3.136404685,2.46467909,0.593137362,0.605101523,2927177.88,58820.48615
497,2513994.728,3.112327641,2.441552017,0.587592794,0.599446976,2927178.037,58820.49377
497.25,2513994.623,3.088037218,2.418827018,0.582101459,0.593845242,2927178.192,58820.50133
497.5,2513994.529,3.054027946,2.39630334,0.576661827,0.588295865,2927178.346,58820.50881
497.75,2513994.436,3.020767022,2.373807771,0.571271639,0.582798347,2927178.499,58820.51622
498,2513994.334,2.997577677,2.351533371,0.565931446,0.577352169,2927178.65,58820.52357
498.25,2513994.233,2.974182821,2.329646222,0.560642523,0.571956858,2927178.8,58820.53084
498.5,2513994.142,2.941427446,2.307952971,0.555403398,0.566611976,2927178.948,58820.53805
498.75,2513994.053,2.909392828,2.286286794,0.550211896,0.561317044,2927179.095,58820.54519
499,2513993.954,2.887058454,2.264833631,0.545068545,0.556071559,2927179.241,58820.55226
499.25,2513993.857,2.864526146,2.243753442,0.539974575,0.550875068,2927179.385,58820.55927
499.5,2513993.77,2.832978439,2.222860002,0.534928568,0.545727148,2927179.528,58820.56621
499.75,2513993.683,2.802124914,2.201992637,0.529928428,0.540627338,2927179.669,58820.57308
500,2513993.588,2.78061399,2.181330434,0.524974665,0.535575154,2927179.809,58820.5799
500.25,2513993.495,2.75891243,2.161027453,0.520068464,0.530570159,2927179.948,58820.58664
500.5,2513993.411,2.728527865,2.140904335,0.515208458,0.525611946,2927180.086,58820.59333
500.75,2513993.327,2.698811888,2.120806333,0.510392628,0.520700071,2927180.222,58820.59995
501,2513993.236,2.678094054,2.100905927,0.505621467,0.515834067,2927180.357,58820.60651
501.25,2513993.146,2.657192613,2.0813515,0.500896113,0.511013515,2927180.491,58820.61301
501.5,2513993.065,2.627928306,2.061970305,0.496215253,0.506238021,2927180.623,58820.61945
501.75,2513992.985,2.599307938,2.042613299,0.491576941,0.501507157,2927180.754,58820.62583
502,2513992.897,2.579353954,2.023446605,0.486981651,0.496820475,2927180.884,58820.63215
502.25,2513992.81,2.559223133,2.004613133,0.482430481,0.49217757,2927181.013,58820.63841
502.5,2513992.732,2.531037782,1.985946507,0.477922165,0.487578064,2927181.141,58820.64461
502.75,2513992.655,2.503472627,1.967303178,0.473454828,0.483021544,2927181.267,58820.65075
503,2513992.57,2.484254331,1.948843144,0.469028928,0.478507579,2927181.393,58820.65684
503.25,2513992.486,2.464865719,1.930704047,0.464645522,0.474035777,2927181.517,58820.66287
503.5,2513992.411,2.437719543,1.912725645,0.46030339,0.469605775,2927181.64,58820.66884
503.75,2513992.337,2.411170699,1.894769681,0.456000727,0.465217176,2927181.761,58820.67476
504,2513992.255,2.392660967,1.876990254,0.451737974,0.460869564,2927181.882,58820.68062
504.25,2513992.175,2.373987198,1.859519932,0.447516149,0.456562563,2927182.001,58820.68643
504.5,2513992.102,2.347841885,1.842204379,0.443334076,0.452295821,2927182.12,58820.69218
504.75,2513992.031,2.32227188,1.824910438,0.439190019,0.448068957,2927182.237,58820.69788
505,2513991.952,2.304444588,1.807786525,0.4350844,0.443881569,2927182.353,58820.70353
505.25,2513991.874,2.286459308,1.79096032,0.4310182,0.439733297,2927182.468,58820.70912
505.5,2513991.805,2.261277957,1.774283179,0.426990288,0.4356238,2927182.582,58820.71466
505.75,2513991.736,2.236650702,1.757626852,0.42299899,0.431552713,2927182.695,58820.72015
506,2513991.66,2.21948069,1.741134286,0.419044714,0.427519647,2927182.807,58820.72559
506.25,2513991.585,2.202158514,1.724928451,0.415128404,0.423524255,2927182.918,58820.73097
506.5,2513991.518,2.177905584,1.708866183,0.41124897,0.419566212,2927183.028,58820.73631
506.75,2513991.452,2.154186322,1.692823963,0.407404802,0.415645161,2927183.137,58820.7416
507,2513991.379,2.137649356,1.676939466,0.40359629,0.411760732,2927183.244,58820.74683
507.25,2513991.307,2.120965838,1.661331128,0.399824346,0.407912589,2927183.351,58820.75202
507.5,2513991.242,2.097607099,1.645861065,0.396087919,0.404100417,2927183.457,58820.75716
507.75,2513991.178,2.074762352,1.630410311,0.392385457,0.400323876,2927183.562,58820.76225
508,2513991.108,2.058835094,1.615111463,0.388717337,0.396582608,2927183.665,58820.7673
508.25,2513991.039,2.042766685,1.600078594,0.385084438,0.392876288,2927183.768,58820.77229
508.5,2513990.977,2.02026917,1.585178902,0.381485746,0.389204615,2927183.87,58820.77724
508.75,2513990.915,1.998266696,1.570297806,0.377919767,0.385567259,2927183.971,58820.78215
509,2513990.847,1.982926665,1.555563017,0.374386866,0.381963876,2927184.071,58820.78701
509.25,2513990.78,1.967450689,1.541084399,0.370887886,0.378394154,2927184.17,58820.79182
509.5,2513990.721,1.945782645,1.526734048,0.367421853,0.374857803,2927184.268,58820.79659
509.75,2513990.661,1.92459139,1.512401608,0.363987328,0.371354504,2927184.365,58820.80131
510,2513990.596,1.909816936,1.498210081,0.36058466,0.367883927,2927184.462,58820.80599
510.25,2513990.532,1.894911549,1.484265281,0.357214664,0.36444577,2927184.557,58820.81062
510.5,2513990.474,1.874042394,1.470444018,0.353876401,0.361039754,2927184.651,58820.81522
510.75,2513990.417,1.853632449,1.456640006,0.350568484,0.357665574,2927184.745,58820.81977
511,2513990.354,1.83940272,1.442971711,0.34729125,0.354322908,2927184.838,58820.82427
511.25,2513990.292,1.825046885,1.429541046,0.344045483,0.351011469,2927184.93,58820.82874
511.5,2513990.236,1.804947165,1.416229364,0.34083028,0.347730987,2927185.021,58820.83316
511.75,2513990.181,1.785289724,1.402934297,0.337644304,0.344481167,2927185.111,58820.83754
512,2513990.121,1.771584637,1.389769944,0.334487881,0.341261701,2927185.2,58820.84188
512.25,2513990.061,1.757758093,1.376834459,0.331361766,0.33807231,2927185.289,58820.84618
512.5,2513990.008,1.738399439,1.364013571,0.328265086,0.334912736,2927185.376,58820.85044
512.75,2513989.955,1.719466758,1.351208685,0.325196558,0.331782694,2927185.463,58820.85466
513,2513989.897,1.706266969,1.338529693,0.322156492,0.328681888,2927185.549,58820.85884
513.25,2513989.839,1.692950202,1.326071132,0.319145617,0.325610049,2927185.634,58820.86298
513.5,2513989.788,1.674305292,1.313722942,0.316163094,0.322566928,2927185.719,58820.86709
513.75,2513989.736,1.656070649,1.301390164,0.313207683,0.31955225,2927185.802,58820.87115
514,2513989.68,1.643357529,1.289178639,0.310279686,0.316565732,2927185.885,58820.87518
514.25,2513989.625,1.630531744,1.277179417,0.307379804,0.313607113,2927185.967,58820.87917
514.5,2513989.575,1.612574262,1.265286498,0.304507228,0.310676153,2927186.048,58820.88312
514.75,2513989.526,1.595011922,1.253408422,0.301660766,0.30777259,2927186.129,58820.88703
515,2513989.472,1.582767527,1.241647129,0.298840708,0.304896148,2927186.209,58820.89091
515.25,2513989.419,1.570414621,1.230090312,0.296047727,0.302046577,2927186.288,58820.89475
515.5,2513989.371,1.553119224,1.218635877,0.293281047,0.299223647,2927186.366,58820.89856
515.75,2513989.324,1.536204398,1.20719574,0.290539517,0.296427103,2927186.444,58820.90233
516,2513989.272,1.524411447,1.195868079,0.287823418,0.29365668,2927186.521,58820.90606
516.25,2513989.22,1.512513987,1.184737355,0.285133399,0.29091214,2927186.597,58820.90976
516.5,2513989.174,1.495856262,1.173705239,0.28246871,0.288193257,2927186.672,58820.91343
516.75,2513989.128,1.479565078,1.162686892,0.279828246,0.285499789,2927186.747,58820.91706
517,2513989.078,1.468206927,1.151776876,0.277212274,0.28283148,2927186.821,58820.92066
517.25,2513989.029,1.45674812,1.141056536,0.274621421,0.280188099,2927186.894,58820.92422
517.5,2513988.985,1.440704558,1.130431167,0.272054965,0.277569431,2927186.967,58820.92775
517.75,2513988.941,1.425014022,1.119819062,0.26951184,0.274975241,2927187.039,58820.93125
518,2513988.892,1.41407464,1.109311292,0.266992306,0.272405282,2927187.11,58820.93471
518.25,2513988.845,1.403038313,1.098986204,0.264496963,0.269859333,2927187.181,58820.93815
518.5,2513988.802,1.38758627,1.088752588,0.262025119,0.267337186,2927187.251,58820.94155
518.75,2513988.76,1.372474238,1.078531745,0.259575746,0.264838615,2927187.32,58820.94491
519,2513988.713,1.361938185,1.068411391,0.257149093,0.262363383,2927187.389,58820.94825
519.25,2513988.667,1.351308762,1.058466984,0.254745741,0.259911276,2927187.457,58820.95156
519.5,2513988.626,1.336426429,1.048610675,0.252365021,0.257482093,2927187.524,58820.95483
519.75,2513988.585,1.32187157,1.038766669,0.250005944,0.255075617,2927187.591,58820.95808
520,2513988.541,1.311723977,1.029019447,0.24766875,0.252691621,2927187.657,58820.96129
520.25,2513988.497,1.301486455,1.019441686,0.245353997,0.250329896,2927187.722,58820.96447
520.5,2513988.457,1.287152827,1.009948774,0.243061042,0.247990252,2927187.787,58820.96763
520.75,2513988.418,1.273134599,1.000467712,0.240788932,0.245672479,2927187.852,58820.97075
521,2513988.375,1.263361143,0.991079865,0.238537899,0.243376355,2927187.915,58820.97385
521.25,2513988.332,1.253501073,0.981855231,0.23630848,0.241101684,2927187.978,58820.97692
521.5,2513988.294,1.23969592,0.972712318,0.234100055,0.238848279,2927188.041,58820.97995
521.75,2513988.256,1.226194539,0.963580818,0.231911707,0.236615938,2927188.103,58820.98296
522,2513988.214,1.216781425,0.954539096,0.229743659,0.234404449,2927188.164,58820.98594
522.25,2513988.173,1.207284892,0.945654569,0.227596428,0.232213622,2927188.225,58820.9889
522.5,2513988.137,1.193988729,0.936848751,0.225469417,0.230043278,2927188.285,58820.99182
522.75,2513988.1,1.180985138,0.928053925,0.223361743,0.227893222,2927188.345,58820.99472
523,2513988.06,1.171919081,0.919345567,0.221273621,0.225763249,2927188.404,58820.99759
523.25,2513988.021,1.16277268,0.910788609,0.219205549,0.223653177,2927188.462,58821.00044
523.5,2513987.985,1.149966742,0.902307457,0.217156951,0.221562832,2927188.52,58821.00326
523.75,2513987.95,1.137442588,0.893836891,0.215126977,0.219492028,2927188.578,58821.00605
524,2513987.912,1.128710792,0.885449607,0.213115834,0.217440568,2927188.635,58821.00881
524.25,2513987.874,1.119901615,0.877208139,0.211124003,0.215408274,2927188.691,58821.01155
524.5,2513987.84,1.107567826,0.869039684,0.209150928,0.213394981,2927188.747,58821.01427
524.75,2513987.806,1.095505433,0.860881424,0.20719579,0.211400508,2927188.802,58821.01696
525,2513987.769,1.087095575,0.852803375,0.205258789,0.209424666,2927188.857,58821.01962
525.25,2513987.732,1.078611188,0.844865766,0.203340388,0.207467284,2927188.911,58821.02226
525.5,2513987.699,1.066732141,0.836998478,0.201440052,0.205528203,2927188.965,58821.02487
525.75,2513987.667,1.055114484,0.829141009,0.199556992,0.203607249,2927189.018,58821.02746
526,2513987.631,1.047014693,0.821360794,0.1976914,0.201704238,2927189.071,58821.03003
526.25,2513987.596,1.038843123,0.813715842,0.195843722,0.199819008,2927189.123,58821.03257
526.5,2513987.564,1.027402051,0.806138617,0.194013443,0.197951404,2927189.175,58821.03509
526.75,2513987.533,1.016212732,0.79857085,0.192199803,0.196101258,2927189.227,58821.03758
527,2513987.498,1.008411578,0.791077487,0.190402988,0.194268395,2927189.277,58821.04005
527.25,2513987.464,1.000541289,0.783714401,0.188623426,0.192452657,2927189.328,58821.0425
527.5,2513987.434,0.989522046,0.776416545,0.186860622,0.190653895,2927189.378,58821.04493
527.75,2513987.404,0.978745273,0.769127798,0.185113844,0.188871949,2927189.427,58821.04733
528,2513987.371,0.971231743,0.761910713,0.18338327,0.187106648,2927189.476,58821.04971
528.25,2513987.338,0.963651629,0.7548191,0.181669314,0.185357841,2927189.525,58821.05207
528.5,2513987.309,0.953038661,0.747790313,0.179971498,0.183625385,2927189.573,58821.0544
528.75,2513987.279,0.942659224,0.740770299,0.178289117,0.181909124,2927189.62,58821.05671
529,2513987.248,0.935422715,0.733819304,0.176622342,0.180208896,2927189.667,58821.05901
529.25,2513987.216,0.928122077,0.726989156,0.174971573,0.178524553,2927189.714,58821.06128
529.5,2513987.188,0.917900405,0.720219517,0.173336348,0.176855959,2927189.76,58821.06353
529.75,2513987.16,0.907903654,0.713458329,0.17171599,0.175202963,2927189.806,58821.06576
530,2513987.129,0.900933952,0.706763614,0.170110663,0.173565408,2927189.852,58821.06796
530.25,2513987.099,0.893902485,0.700185291,0.168520751,0.171943154,2927189.897,58821.07015
530.5,2513987.072,0.884057683,0.693665246,0.166945812,0.170336067,2927189.941,58821.07232
530.75,2513987.045,0.874429508,0.687153339,0.16538519,0.168744004,2927189.985,58821.07446
531,2513987.015,0.867716777,0.680705456,0.163839046,0.167166814,2927190.029,58821.07659
531.25,2513986.986,0.860944557,0.674369673,0.162307748,0.16560436,2927190.072,58821.0787
531.5,2513986.96,0.851462729,0.66809002,0.160790871,0.164056514,2927190.115,58821.08078
531.75,2513986.934,0.842189542,0.661818204,0.159287783,0.162523139,2927190.158,58821.08285
532,2513986.905,0.835724306,0.655608052,0.15779864,0.161004087,2927190.2,58821.0849
532.25,2513986.877,0.829201776,0.649505867,0.156323796,0.159499229,2927190.242,58821.08693
532.5,2513986.852,0.820069539,0.643457741,0.15486284,0.158008441,2927190.283,58821.08894
532.75,2513986.827,0.811138251,0.637417165,0.153415167,0.15653159,2927190.324,58821.09093
533,2513986.799,0.804911386,0.631435979,0.151980923,0.155068535,2927190.365,58821.0929
533.25,2513986.772,0.798629339,0.625558779,0.150560451,0.15361915,2927190.405,58821.09485
533.5,2513986.748,0.789833805,0.619733646,0.149153356,0.152183317,2927190.445,58821.09679
533.75,2513986.724,0.78123181,0.613915783,0.147759053,0.150760907,2927190.484,58821.09871
534,2513986.697,0.775234528,0.608155121,0.146377685,0.149351784,2927190.523,58821.10061
534.25,2513986.671,0.769184097,0.602494611,0.145009581,0.147955828,2927190.562,58821.10249
534.5,2513986.648,0.760712852,0.596884248,0.143654361,0.146572924,2927190.6,58821.10435
534.75,2513986.624,0.75242801,0.591280888,0.142311461,0.145202948,2927190.638,58821.1062
535,2513986.599,0.746651844,0.585732619,0.140981019,0.14384577,2927190.676,58821.10803
535.25,2513986.574,0.740824491,0.58028081,0.139663353,0.142501273,2927190.713,58821.10984
535.5,2513986.551,0.732665578,0.574877299,0.138358095,0.141169348,2927190.75,58821.11164
535.75,2513986.529,0.724686195,0.569480533,0.137064704,0.139849873,2927190.787,58821.11341
536,2513986.504,0.719122995,0.564136826,0.135783312,0.138542726,2927190.823,58821.11518
536.25,2513986.48,0.713510494,0.558886023,0.134514223,0.137247791,2927190.859,58821.11692
536.5,2513986.458,0.705652397,0.553681738,0.133257087,0.135964965,2927190.894,58821.11865
536.75,2513986.437,0.697967211,0.548483948,0.132011379,0.134694131,2927190.93,58821.12037
