t,S,E,I,H,C,R,D
275.75,2556092.954,11968.30123,9339.620518,2080.837034,1954.462238,2862605.21,55958.61514
276,2555684.087,11880.30529,9255.413071,2063.120687,1938.795848,2863195.121,55983.15715
276.25,2555279.879,11791.3723,9172.648167,2045.548605,1923.238243,2863779.811,56007.50275
276.5,2554917.729,11664.86751,9090.554052,2028.115867,1907.78907,2864359.291,56031.6533
276.75,2554557.978,11541.14138,9008.465224,2010.814715,1892.447795,2864933.543,56055.61016
277,2554163.847,11456.14634,8927.127988,1993.648213,1877.213774,2865502.642,56079.37467
277.25,2553774.209,11370.25229,8847.184485,1976.622208,1862.086535,2866066.697,56102.94817
277.5,2553425.116,11248.14504,8767.890755,1959.731934,1847.065713,2866625.719,56126.33201
277.75,2553078.338,11128.72019,8688.605256,1942.969892,1832.150765,2867179.689,56149.52751
278,2552698.423,11046.6335,8610.047347,1926.339011,1817.341047,2867728.681,56172.536
278.25,2552322.841,10963.68413,8532.835986,1909.844907,1802.63608,2868272.799,56195.3588
278.5,2551986.344,10845.83182,8456.254018,1893.482966,1788.035486,2868812.055,56217.99721
278.75,2551652.081,10730.56871,8379.683002,1877.245936,1773.538718,2869346.43,56240.45254
279,2551285.88,10651.29967,8303.8163,1861.136623,1759.145132,2869875.996,56262.72609
279.25,2550923.859,10571.20263,8229.250497,1845.16042,1744.854242,2870400.854,56284.81914
279.5,2550599.512,10457.46633,8155.294288,1829.312859,1730.665659,2870921.016,56306.733
279.75,2550277.323,10346.229,8081.351518,1813.586934,1716.578835,2871436.462,56328.46893
280,2549924.35,10269.68885,8008.090465,1797.985327,1702.593125,2871947.264,56350.02821
280.25,2549575.409,10192.35389,7936.086125,1782.51322,1688.708038,2872453.518,56371.4121
280.5,2549262.784,10082.59835,7864.672133,1767.166289,1674.923178,2872955.234,56392.62186
280.75,2548952.24,9975.25447,7793.273825,1751.937761,1661.237995,2873452.398,56413.65875
281,2548612.028,9901.356557,7722.53528,1736.830207,1647.651844,2873945.074,56434.52402
281.25,2548275.703,9826.695563,7653.010675,1721.848603,1634.164231,2874433.359,56455.21889
281.5,2547974.384,9720.789243,7584.057692,1706.988764,1620.774753,2874917.261,56475.74461
281.75,2547675.073,9617.210151,7515.122402,1692.244145,1607.482859,2875396.765,56496.10241
282,2547347.169,9545.869917,7446.825543,1677.617209,1594.287907,2875871.937,56516.2935
282.25,2547023.014,9473.796983,7379.701207,1663.112734,1581.189402,2876342.867,56536.3191
282.5,2546732.599,9371.612064,7313.130276,1648.726672,1568.186932,2876809.564,56556.18041
282.75,2546444.122,9271.672715,7246.578816,1634.4527,1555.279949,2877272.015,56575.87864
283,2546128.089,9202.807762,7180.645058,1620.293173,1542.467814,2877730.282,56595.41499
283.25,2545815.671,9133.239201,7115.84372,1606.252684,1529.750028,2878184.452,56614.79063
283.5,2545535.774,9034.651535,7051.57806,1592.327315,1517.126179,2878634.536,56634.00675
283.75,2545257.746,8938.230488,6987.333435,1578.510957,1504.595717,2879080.519,56653.06453
284,2544953.162,8871.76058,6923.686365,1564.805866,1492.158008,2879522.462,56671.96513
284.25,2544652.064,8804.61493,6861.132887,1551.216453,1479.812554,2879960.45,56690.70971
284.5,2544382.309,8709.503996,6799.097842,1537.738928,1467.558939,2880394.492,56709.29944
284.75,2544114.358,8616.483363,6737.085192,1524.367391,1455.396614,2880824.574,56727.73546
285,2543820.815,8552.330419,6675.650521,1511.104,1443.324951,2881250.756,56746.0189
285.25,2543530.634,8487.528436,6615.271853,1497.952994,1431.343453,2881673.118,56764.15092
285.5,2543270.661,8395.777283,6555.394843,1484.910705,1419.451701,2882091.672,56782.13263
285.75,2543012.428,8306.042674,6495.541397,1471.971435,1407.64915,2882506.402,56799.96516
286,2542729.533,8244.130759,6436.246914,1459.137251,1395.935177,2882917.367,56817.64962
286.25,2542449.879,8181.595394,6377.972045,1446.412224,1384.309286,2883324.645,56835.18713
286.5,2542199.339,8093.090583,6320.182522,1433.792808,1372.771057,2883728.245,56852.57879
286.75,2541950.477,8006.531039,6262.417557,1421.273496,1361.319949,2884128.155,56869.82569
287,2541677.85,7946.78634,6205.193085,1408.85627,1349.955346,2884524.43,56886.92892
287.25,2541408.347,7886.442718,6148.953009,1396.545041,1338.676754,2884917.146,56903.88958
287.5,2541166.903,7801.074247,6093.182419,1384.336378,1327.483753,2885306.311,56920.70873
287.75,2540927.078,7717.582178,6037.43722,1372.224964,1316.375804,2885691.915,56937.38744
288,2540664.351,7659.932976,5982.21458,1360.212695,1305.352301,2886074.009,56953.92679
288.25,2540404.637,7601.708367,5927.942252,1348.303329,1294.412751,2886452.668,56970.32783
288.5,2540171.964,7519.369605,5874.123998,1336.493549,1283.556735,2886827.9,56986.5916
288.75,2539940.852,7438.840714,5820.331819,1324.778218,1272.78372,2887199.695,57002.71917
289,2539687.672,7383.217356,5767.044789,1313.159154,1262.093105,2887568.102,57018.71156
289.25,2539437.396,7327.041138,5714.675093,1301.639966,1251.484404,2887933.193,57034.5698
289.5,2539213.18,7247.628746,5662.744496,1290.217447,1240.957196,2888294.977,57050.29493
289.75,2538990.469,7169.96196,5610.840523,1278.886636,1230.510956,2888653.443,57065.88796
290,2538746.493,7116.296824,5559.424804,1267.649274,1220.14509,2889008.641,57081.34991
290.25,2538505.318,7062.10045,5508.894513,1256.508829,1209.859115,2889360.637,57096.68178
290.5,2538289.255,6985.514309,5458.788777,1245.462199,1199.652614,2889709.442,57111.88458
290.75,2538074.644,6910.611703,5408.71009,1234.504595,1189.525066,2890055.045,57126.9593
291,2537839.544,6858.83916,5359.103264,1223.637683,1179.475887,2890397.494,57141.90692
291.25,2537607.142,6806.556118,5310.351006,1212.864795,1169.504598,2890736.853,57156.72844
291.5,2537398.94,6732.69925,5262.00918,1202.182934,1159.610785,2891073.133,57171.42482
291.75,2537192.138,6660.465974,5213.694715,1191.587473,1149.793933,2891406.322,57185.99704
292,2536965.594,6610.522351,5165.836213,1181.08001,1140.053467,2891736.468,57200.44605
292.25,2536741.651,6560.088123,5118.80243,1170.663745,1130.388914,2892063.633,57214.77283
292.5,2536541.028,6488.866618,5072.165372,1160.33578,1120.799861,2892387.826,57228.97831
292.75,2536341.756,6419.210818,5025.555885,1150.09165,1111.285801,2892709.037,57243.06344
293,2536123.46,6371.034361,4979.386944,1139.932884,1101.846168,2893027.311,57257.02916
293.25,2535907.672,6322.386384,4934.013857,1129.862557,1092.480494,2893342.709,57270.87641
293.5,2535714.355,6253.709316,4889.024195,1119.877868,1083.188371,2893655.239,57284.60611
293.75,2535522.341,6186.542063,4844.062222,1109.974505,1073.969299,2893964.892,57298.21919
294,2535311.997,6140.072893,4799.52585,1100.153933,1064.82272,2894271.711,57311.71655
294.25,2535104.07,6093.150516,4755.757424,1090.419109,1055.748174,2894575.755,57325.09911
294.5,2534917.798,6026.929874,4712.35952,1080.767323,1046.745255,2894877.033,57338.36776
294.75,2534732.78,5962.165085,4668.989339,1071.194413,1037.813472,2895175.534,57351.52341
295,2534530.102,5917.34516,4626.030273,1061.701783,1028.952276,2895471.302,57364.56695
295.25,2534329.754,5872.089598,4583.812175,1052.292272,1020.161213,2895764.392,57377.49925
295.5,2534150.271,5808.240204,4541.952085,1042.963264,1011.439882,2896054.812,57390.32121
295.75,2533971.998,5745.794572,4500.119678,1033.71074,1002.787799,2896342.555,57403.03369
296,2533776.71,5702.567642,4458.684351,1024.536045,994.204427,2896627.66,57415.63756
296.25,2533583.667,5658.921939,4417.963913,1015.441907,985.6893162,2896910.182,57428.13369
296.5,2533410.729,5597.361376,4377.58935,1006.425797,977.2420722,2897190.129,57440.52292
296.75,2533238.959,5537.15429,4337.242364,997.4838373,968.8622176,2897467.493,57452.8061
297,2533050.793,5495.465858,4297.278861,988.6173152,960.5492256,2897742.311,57464.98409
297.25,2532864.792,5453.374838,4258.005043,979.8288531,952.3026542,2898014.639,57477.05772
297.5,2532698.164,5394.023371,4219.065339,971.1160075,944.1221137,2898284.482,57489.02782
297.75,2532532.66,5335.976847,4180.153046,962.4750336,936.0071349,2898551.833,57500.89522
298,2532351.36,5295.774126,4141.611066,953.9071664,927.9572012,2898816.729,57512.66074
298.25,2532172.147,5255.184354,4103.734415,945.4149257,919.9718778,2899079.222,57524.3252
298.5,2532011.6,5197.96486,4066.180484,936.9959505,912.0507804,2899339.319,57535.88941
298.75,2531852.137,5142.003465,4028.653742,928.6466262,904.1934483,2899597.012,57547.35416
299,2531677.456,5103.235337,3991.484562,920.3681364,896.399375,2899852.337,57558.72026
299.25,2531504.785,5064.095072,3954.957178,912.1629027,888.6681331,2900105.344,57569.98851
299.5,2531350.099,5008.932963,3918.741471,904.0286441,880.9993442,2900356.039,57581.15969
299.75,2531196.459,4954.983749,3882.552687,895.9618718,873.3925559,2900604.416,57592.23458
300,2531028.156,4917.600719,3846.70912,887.9637203,865.8472723,2900850.509,57603.21395
300.25,2530861.791,4879.859873,3811.484613,880.0365166,858.3630735,2901094.367,57614.09859
300.5,2530712.755,4826.683029,3776.561089,872.1780575,850.9395868,2901335.994,57624.88926
300.75,2530564.726,4774.675456,3741.664178,864.3849756,843.5763688,2901575.386,57635.58671
301,2530402.572,4738.629615,3707.100536,856.6583584,836.2729338,2901812.575,57646.19171
301.25,2530242.284,4702.239708,3673.133989,849.0004425,829.0288696,2902047.608,57656.705
301.5,2530098.693,4650.9784,3639.458071,841.4090994,821.8438097,2902280.49,57667.12732
301.75,2529956.074,4600.844272,3605.808419,833.8810795,814.7173196,2902511.216,57677.45942
302,2529799.845,4566.089254,3572.480473,826.4174253,807.6489237,2902739.817,57687.70204
302.25,2529645.415,4531.003373,3539.728408,819.0202863,800.6382181,2902966.339,57697.85588
302.5,2529507.072,4481.590199,3507.256944,811.6876065,793.6848423,2903190.786,57707.9217
302.75,2529369.666,4433.263591,3474.811369,804.4162503,786.7883705,2903413.155,57717.90019
303,2529219.147,4399.754531,3442.676312,797.2072167,779.948338,2903633.474,57727.79207
303.25,2529070.363,4365.927287,3411.096647,790.0625719,773.1643484,2903851.788,57737.59806
303.5,2528937.078,4318.2971,3379.787878,782.9803302,766.4360479,2904068.102,57747.31885
303.75,2528804.696,4271.714296,3348.504592,775.9574657,759.7630196,2904282.41,57756.95514
304,2528659.681,4239.407789,3317.521001,768.9949363,753.1448091,2904494.743,57766.50763
304.25,2528516.338,4206.795276,3287.073016,762.0947279,746.5810281,2904705.141,57775.977
304.5,2528387.927,4160.885119,3256.886533,755.2549229,740.0713294,2904913.611,57785.36393
304.75,2528260.386,4115.984543,3226.725105,748.4726013,733.615305,2905120.147,57794.66911
305,2528120.676,4084.838603,3196.852903,741.7486819,727.212511,2905324.778,57803.8932
305.25,2527982.576,4053.398357,3167.497201,735.0850733,720.862567,2905527.544,57813.03688
305.5,2527858.863,4009.147395,3138.393913,728.4799237,714.5651325,2905728.45,57822.1008
305.75,2527735.988,3965.869549,3109.31523,721.930416,708.3198086,2905927.491,57831.08563
306,2527601.39,3935.843574,3080.515649,715.4374308,702.1261615,2906124.695,57839.99201
306.25,2527468.343,3905.534529,3052.214123,709.0028029,695.9838193,2906320.101,57848.8206
306.5,2527349.157,3862.883987,3024.156217,702.6247443,689.8924479,2906513.714,57857.57204
306.75,2527230.779,3821.171386,2996.12245,696.3005368,683.8516575,2906705.528,57866.24697
307,2527101.107,3792.226113,2968.357996,690.031025,677.8610247,2906895.571,57874.84602
307.25,2526972.929,3763.008567,2941.073788,683.8179725,671.9201855,2907083.88,57883.36982
307.5,2526858.106,3721.901666,2914.024695,677.659653,666.0288129,2907270.46,57891.819
307.75,2526744.061,3681.698777,2886.99926,671.553444,660.1865258,2907455.307,57900.19417
308,2526619.136,3653.796248,2860.233677,665.5001555,654.392911,2907638.445,57908.49596
308.25,2526495.651,3625.631817,2833.931146,659.501483,648.6476128,2907819.912,57916.72497
308.5,2526385.032,3586.013713,2807.855505,653.5557595,642.950311,2907999.711,57924.88181
308.75,2526275.163,3547.266895,2781.803031,647.6604553,637.3006333,2908177.839,57932.96708
309,2526154.812,3520.370416,2756.001261,641.816347,631.6981769,2908354.32,57940.98137
309.25,2526035.85,3493.222001,2730.645949,636.0250646,626.1425939,2908529.19,57948.92529
309.5,2525929.281,3455.039723,2705.509574,630.284999,620.6335712,2908702.452,57956.79941
309.75,2525823.436,3417.697171,2680.395865,624.5937096,615.1707453,2908874.102,57964.60433
310,2525707.494,3391.771276,2655.524018,618.9519413,609.7537234,2909044.165,57972.34062
310.25,2525592.889,3365.603022,2631.082613,613.3612612,604.3821658,2909212.674,57980.00885
310.5,2525490.224,3328.805416,2606.852456,607.8201159,599.0557661,2909379.633,57987.6096
310.75,2525388.257,3292.817099,2582.644457,602.3261511,593.7741699,2909545.038,57995.14343
311,2525276.562,3267.827514,2558.669778,596.8800814,588.536994,2909708.913,58002.61091
311.25,2525166.155,3242.604772,2535.110082,591.4834134,583.343907,2909871.29,58010.01259
311.5,2525067.252,3207.142444,2511.7542,586.1346476,578.1946093,2910032.173,58017.34902
311.75,2524969.021,3172.460051,2488.419966,580.8315129,573.0887551,2910191.558,58024.62076
312,2524861.419,3148.373657,2465.310795,575.574695,568.0259713,2910349.467,58031.82835
312.25,2524755.059,3124.062952,2442.601691,570.3656423,563.0059343,2910505.932,58038.97233
312.5,2524659.781,3089.888209,2420.089217,565.2029075,558.0283515,2910660.957,58046.05323
312.75,2524565.15,3056.465095,2397.597875,560.0843,553.0928857,2910814.538,58053.0716
313,2524461.492,3033.249895,2375.323622,555.0104776,548.1991734,2910966.697,58060.02795
313.25,2524359.031,3009.818885,2353.43504,549.9828329,543.346899,2911117.463,58066.92281
313.5,2524267.245,2976.885682,2331.736146,544.999969,538.5357768,2911266.841,58073.7567
313.75,2524176.083,2944.676815,2310.057868,540.059773,533.7654781,2911414.827,58080.53014
314,2524076.226,2922.301898,2288.588974,535.162876,529.035649,2911561.441,58087.24364
314.25,2523977.521,2899.719343,2267.491863,530.3106171,524.3459817,2911706.714,58093.8977
314.5,2523889.1,2867.983232,2246.577729,525.5016481,519.6961974,2911850.648,58100.49284
314.75,2523801.281,2836.945138,2225.683697,520.7339311,515.0859758,2911993.241,58107.02955
315,2523705.085,2815.380648,2204.991608,516.0080716,510.5149725,2912134.511,58113.50832
315.25,2523610,2793.616374,2184.6579,511.3253573,505.9828874,2912274.488,58119.92966
315.5,2523524.822,2763.03445,2164.500688,506.684487,501.4894485,2912413.175,58126.29404
315.75,2523440.223,2733.125168,2144.363064,502.0834953,497.0343439,2912550.569,58132.60196
316,2523347.555,2712.342267,2124.420195,497.5229633,492.6172384,2912686.688,58138.85389
316.25,2523255.957,2691.367133,2104.822779,493.0041291,488.2378396,2912821.56,58145.05031
316.5,2523173.904,2661.897984,2085.395598,488.5257372,483.8958823,2912955.189,58151.1917
316.75,2523092.409,2633.077013,2065.987493,484.085892,479.5910627,2913087.571,58157.27852
317,2523003.14,2613.047853,2046.767203,479.6851511,475.3230548,2913218.726,58163.31125
317.25,2522914.902,2592.833719,2027.879893,475.3247052,471.0915739,2913348.677,58169.29033
317.5,2522835.859,2564.437381,2009.15677,471.0033427,466.8963612,2913477.431,58175.21624
317.75,2522757.354,2536.665631,1990.452216,466.7192356,462.7371212,2913604.983,58181.08942
318,2522671.36,2517.363322,1971.928774,462.472919,458.6135369,2913731.351,58186.91033
318.25,2522586.36,2497.883018,1953.726282,458.265538,454.525331,2913856.56,58192.67941
318.5,2522510.218,2470.52092,1935.682135,454.0959234,450.4722514,2913980.614,58198.39711
318.75,2522434.593,2443.760672,1917.656054,449.9623125,446.4540105,2914103.51,58204.06388
319,2522351.755,2425.159249,1899.804615,445.8652188,442.4703,2914225.265,58209.68014
319.25,2522269.875,2406.386542,1882.26252,441.8057435,438.5208502,2914345.903,58215.24633
319.5,2522196.526,2380.021468,1864.873129,437.7827585,434.6054154,2914465.428,58220.76288
319.75,2522123.677,2354.236322,1847.501307,433.7945641,430.7237158,2914583.837,58226.23021
320,2522043.88,2336.310718,1830.297881,429.841653,426.875452,2914701.146,58231.64876
320.25,2521965.005,2318.220284,1813.392604,425.9250845,423.0603613,2914817.378,58237.01894
320.5,2521894.348,2292.816324,1796.634584,422.0437701,419.2782045,2914932.538,58242.34117
320.75,2521824.174,2267.971158,1779.893642,418.1960706,415.5287096,2915046.621,58247.61586
321,2521747.306,2250.697177,1763.315066,414.3824592,411.8115856,2915159.645,58252.84342
321.25,2521671.326,2233.26457,1747.023843,410.6039545,408.126577,2915271.631,58258.02425
321.5,2521603.264,2208.787076,1730.874617,406.8595065,404.473451,2915382.583,58263.15876
321.75,2521535.665,2184.848004,1714.741985,403.1475345,400.8519431,2915492.498,58268.24736
322,2521461.619,2168.202289,1698.765898,399.468493,397.2617705,2915601.392,58273.29043
322.25,2521388.429,2151.403914,1683.066753,395.8233613,393.702685,2915709.286,58278.28837
322.5,2521322.866,2127.81946,1667.504526,392.2111267,390.1744598,2915816.183,58283.24158
322.75,2521257.75,2104.753789,1651.958417,388.6302649,386.676838,2915922.08,58288.15043
323,2521186.423,2088.713795,1636.563235,385.0812123,383.209545,2916026.994,58293.01531
323.25,2521115.921,2072.526881,1621.434953,381.564911,379.7723393,2916130.943,58297.83661
323.5,2521052.765,2049.803219,1606.438688,378.0803837,376.3650005,2916233.933,58302.6147
323.75,2520990.041,2027.579413,1591.458073,374.6261611,372.9872788,2916335.959,58307.34995
324,2520921.333,2012.123383,1576.622962,371.2026619,369.6389076,2916437.036,58312.04274
324.25,2520853.42,1996.525953,1562.045068,367.8107922,366.3196523,2916537.185,58316.69344
324.5,2520792.585,1974.631977,1547.594459,364.4496095,363.0292984,2916636.408,58321.30241
324.75,2520732.164,1953.219612,1533.15904,361.117697,359.7676035,2916734.702,58325.87002
325,2520663.492,1940.558981,1518.756513,357.8026038,356.5225704,2916832.454,58330.41355
325.25,2520601.178,1922.763485,1504.805673,354.5461577,353.3314631,2916928.496,58334.87929
325.5,2520545.328,1899.479196,1490.752898,351.3185541,350.1680886,2917023.649,58339.30509
325.75,2520484.66,1881.731146,1476.878892,348.1164082,347.0321759,2917117.89,58343.6913
326,2520418.777,1869.700066,1463.349037,344.9438458,343.9234842,2917211.268,58348.03824
326.25,2520358.739,1852.557923,1449.89547,341.8030905,340.8418403,2917303.817,58352.34628
326.5,2520304.932,1830.120108,1436.353537,338.6895926,337.7870398,2917395.502,58356.61574
326.75,2520246.483,1813.016123,1422.98391,335.6006811,334.7588127,2917486.31,58360.84696
327,2520183.01,1801.420142,1409.945834,332.5403405,331.7569229,2917576.286,58365.04026
327.25,2520125.169,1784.90025,1396.981252,329.5107112,328.7812022,2917665.462,58369.19599
327.5,2520073.33,1763.278588,1383.93154,326.5074086,325.8314517,2917753.806,58373.31447
327.75,2520017.02,1746.795775,1371.04784,323.5278576,322.9074098,2917841.305,58377.39603
328,2519955.87,1735.6196,1358.483574,320.5758954,320.0088473,2917928.001,58381.44098
328.25,2519900.144,1719.699803,1345.990135,317.6535829,317.1356005,2918013.927,58385.44964
328.5,2519850.202,1698.865027,1333.414703,314.7566943,314.2874762,2918099.051,58389.42233
328.75,2519795.953,1682.981213,1320.999236,311.8827476,311.4642207,2918183.36,58393.35937
329,2519737.04,1672.21,1308.891547,309.0354384,308.6656118,2918266.897,58397.26106
329.25,2519683.353,1656.868846,1296.852126,306.2167509,305.8914901,2918349.69,58401.12771
329.5,2519635.239,1636.792667,1284.73375,303.4226128,303.1416679,2918431.711,58404.95964
329.75,2519582.974,1621.486401,1272.769523,300.6506318,300.4158993,2918512.946,58408.75714
330,2519526.217,1611.105766,1261.101852,297.9043673,297.7139688,2918593.437,58412.52051
330.25,2519474.495,1596.322512,1249.499995,295.1857299,295.0357213,2918673.211,58416.25006
330.5,2519428.141,1576.9776,1237.822115,292.4907953,292.3809745,2918752.242,58419.94608
330.75,2519377.789,1562.228149,1226.292787,289.8172578,289.7494902,2918830.514,58423.60886
331,2519323.109,1552.224167,1215.04921,287.1685457,287.1410593,2918908.07,58427.23869
331.25,2519273.28,1537.97877,1203.869084,284.5464987,284.5555308,2918984.935,58430.83587
331.5,2519228.622,1519.33874,1192.615764,281.9473353,281.9927281,2919061.083,58434.40067
331.75,2519180.113,1505.126074,1181.505609,279.3688334,279.45242,2919136.501,58437.93339
332,2519127.434,1495.485283,1170.670794,276.8142949,276.9344038,2919211.227,58441.43431
332.25,2519079.429,1481.758383,1159.897157,274.2854915,274.438533,2919285.288,58444.90369
332.5,2519036.406,1463.797768,1149.053055,271.7787793,271.9646358,2919358.658,58448.34183
332.75,2518989.672,1450.102549,1138.346925,269.2920168,269.5124885,2919431.325,58451.749
333,2518938.921,1440.811939,1127.906107,266.8283842,267.0818944,2919503.325,58455.12546
333.25,2518892.673,1427.584847,1117.524276,264.3895877,264.6727111,2919574.684,58458.47149
333.5,2518851.225,1410.279076,1107.074609,261.9721161,262.284772,2919645.377,58461.78735
333.75,2518806.202,1397.082637,1096.757911,259.5739056,259.9178604,2919715.392,58465.07332
334,2518757.309,1388.129641,1086.696862,257.1980194,257.5717855,2919784.765,58468.32964
334.25,2518712.754,1375.384322,1076.692689,254.8461004,255.2464091,2919853.52,58471.5566
334.5,2518672.823,1358.70969,1066.62321,252.5147653,252.9415696,2919921.634,58474.75443
334.75,2518629.448,1345.994019,1056.68188,250.2020253,250.6570568,2919989.094,58477.92341
335,2518582.345,1337.366505,1046.986886,247.9108308,248.3926862,2920055.935,58481.06378
335.25,2518539.421,1325.085555,1037.346733,245.642764,246.1483234,2920122.18,58484.1758
335.5,2518500.952,1309.019198,1027.643711,243.3945648,243.9238115,2920187.807,58487.25972
335.75,2518459.165,1296.766918,1018.064191,241.1643167,241.7189473,2920252.805,58490.31578
336,2518413.786,1288.453175,1008.722033,238.9548614,239.5335517,2920317.206,58493.34423
336.25,2518372.434,1276.619805,999.4327521,236.7677226,237.3674942,2920381.033,58496.34532
336.5,2518335.373,1261.139675,990.0829473,234.5997591,235.220623,2920444.265,58499.31929
336.75,2518295.116,1249.334024,980.8521661,232.4491238,233.092741,2920506.889,58502.26637
337,2518251.399,1241.322749,971.8500981,230.318554,230.9836749,2920568.939,58505.1868
337.25,2518211.561,1229.920766,962.8990138,228.2095171,228.893298,2920630.436,58508.08083
337.5,2518175.858,1215.005599,953.8896626,226.1189863,226.8214629,2920691.358,58510.94868
337.75,2518137.075,1203.630409,944.9950172,224.0451817,224.7679791,2920751.696,58513.79058
338,2518094.959,1195.910699,936.32075,221.9907397,222.7326785,2920811.48,58516.60677
338.25,2518056.579,1184.924485,927.6956393,219.9570735,220.7154384,2920870.731,58519.39748
338.5,2518022.183,1170.553778,919.0144342,217.9412667,218.7161157,2920929.428,58522.16292
338.75,2517984.821,1159.593458,910.4437725,215.9416041,216.7345261,2920987.563,58524.90332
339,2517944.247,1152.154792,902.0854562,213.960625,214.7705069,2921045.163,58527.61891
339.25,2517907.273,1141.569284,893.7745334,211.9996904,212.8239388,2921102.25,58530.30991
339.5,2517874.137,1127.72327,885.4096071,210.0559903,210.8946834,2921158.803,58532.97653
339.75,2517838.143,1117.162784,877.1512113,208.1278718,208.9825621,2921214.814,58535.61898
340,2517799.054,1109.995014,869.0974194,206.2177807,207.0874175,2921270.31,58538.2375
340.25,2517763.435,1099.795687,861.08932,204.3270279,205.2091339,2921325.312,58540.83227
340.5,2517731.512,1086.455307,853.0292291,202.4529056,203.3475771,2921379.799,58543.40353
340.75,2517696.836,1076.280157,845.0718003,200.5938211,201.5025744,2921433.764,58545.95147
341,2517659.18,1069.373494,837.3115145,198.7521303,199.6739733,2921487.233,58548.47631
341.25,2517624.865,1059.546344,829.5952801,196.9290955,197.8616616,2921540.224,58550.97825
341.5,2517594.112,1046.693225,821.8289904,195.1221077,196.0655094,2921592.721,58553.45749
341.75,2517560.706,1036.88943,814.1616337,193.3296323,194.2853495,2921644.714,58555.91423
342,2517524.429,1030.234433,806.6842294,191.5539383,192.5210344,2921696.229,58558.34868
342.25,2517491.371,1020.765957,799.2492934,189.7962415,190.7724552,2921747.284,58560.76104
342.5,2517461.744,1008.382384,791.7661653,188.0540281,189.0394862,2921797.862,58563.15149
342.75,2517429.562,998.9364672,784.3783751,186.3258191,187.3219655,2921847.955,58565.52024
343,2517394.614,992.5240315,777.1736077,184.6138002,185.6197504,2921897.587,58567.86748
343.25,2517362.767,983.4012087,770.0097812,182.9191421,183.9327354,2921946.777,58570.1934
343.5,2517334.226,971.4701066,762.7995556,181.239423,182.2607987,2921995.506,58572.4982
343.75,2517303.223,962.3690726,755.6812025,179.5732175,180.6037837,2922043.768,58574.78205
344,2517269.555,956.1904175,748.7391938,177.9226309,178.9615524,2922091.586,58577.04515
344.25,2517238.875,947.4006958,741.8366525,176.2887908,177.3340025,2922138.978,58579.28768
344.5,2517211.379,935.9056043,734.8894377,174.6693635,175.721016,2922185.926,58581.50983
344.75,2517181.512,927.1369247,728.0307547,173.0629758,174.1224416,2922232.424,58583.71177
345,2517149.077,921.1835829,721.3419801,171.4716554,172.5381455,2922278.494,58585.89369
345.25,2517119.521,912.7148611,714.6912515,169.8964881,170.9680289,2922324.153,58588.05577
345.5,2517093.033,901.639913,707.9975101,168.3352256,169.4119773,2922369.385,58590.19818
345.75,2517064.26,893.19151,701.3890802,166.7865444,167.8698445,2922414.182,58592.32111
346,2517033.014,887.4553169,694.9443565,165.2523979,166.3415011,2922458.568,58594.42471
346.25,2517004.541,879.2959286,688.5363074,163.7338318,164.8268513,2922502.557,58596.50918
346.5,2516979.023,868.6258296,682.0868439,162.2286796,163.3257843,2922546.136,58598.57467
346.75,2516951.304,860.4860598,675.7195876,160.7356663,161.8381587,2922589.295,58600.62137
347,2516921.203,854.9591426,669.5100606,159.2566731,160.3638494,2922632.058,58602.64942
347.25,2516893.773,847.0978414,663.3358856,157.7927073,158.9027634,2922674.439,58604.65902
347.5,2516869.19,836.8178493,657.1218343,156.3416815,157.4547937,2922716.423,58606.65031
347.75,2516842.488,828.9754887,650.9869981,154.902367,156.0198036,2922758.004,58608.62346
348,2516813.49,823.6502568,645.0041313,153.476576,154.5976719,2922799.203,58610.57864
348.25,2516787.065,816.0762013,639.0553407,152.0652783,153.1883087,2922840.034,58612.51601
348.5,2516763.383,806.1721064,633.0681543,150.666463,151.7916105,2922880.483,58614.43572
348.75,2516737.658,798.6163355,627.1572989,149.2789461,150.4074448,2922920.544,58616.33794
349,2516709.723,793.4854702,621.3928623,147.904473,149.0356948,2922960.236,58618.22281
349.25,2516684.267,786.1882098,615.6612714,146.5439779,147.6762733,2922999.573,58620.09051
349.5,2516661.452,776.6463164,609.8927097,145.1955231,146.32908,2923038.543,58621.94118
349.75,2516636.671,769.3667058,604.197699,143.8579679,144.9939871,2923077.138,58623.77497
350,2516609.759,764.423151,598.6437585,142.5329934,143.6708814,2923115.378,58625.59204
350.25,2516585.236,757.392612,593.1214768,141.2214994,142.3596785,2923153.276,58627.39253
350.5,2516563.258,748.1997197,587.5635957,139.921619,141.0602816,2923190.82,58629.1766
350.75,2516539.385,741.1862164,582.0765864,138.6322528,139.7725669,2923228.003,58630.9444
351,2516513.459,736.4231693,576.7254929,137.3550205,138.4964252,2923264.844,58632.69606
351.25,2516489.835,729.6496417,571.4049137,136.0907883,137.2317746,2923301.356,58634.43173
351.5,2516468.662,720.793028,566.0500553,134.8377576,135.9785215,2923337.527,58636.15157
351.75,2516445.664,714.035942,560.763486,133.5948693,134.7365463,2923373.35,58637.8557
352,2516420.689,709.4468445,555.6078659,132.3636831,133.5057434,2923408.843,58639.54427
352.25,2516397.93,702.9209687,550.4816563,131.1450336,132.2860336,2923444.019,58641.21743
352.5,2516377.534,694.3883717,545.3224382,129.9371878,131.0773262,2923478.866,58642.87531
352.75,2516355.378,687.8783632,540.2290201,128.7391251,129.8795058,2923513.378,58644.51805
